_index,_type,_id,_score,_source.id,_source.names.en,_source.names.vi,_source.names.fr,_source.types,_source.weight,_source.source,_source.name,_source.indexed,_source.names.de,_source.synonyms.en
profession-test,_doc,insights_manager,0.043408982,insights_manager,Insights Manager,Insights quản lý,Insights Responsable,job title,10,category-test,Insights Manager,1652175194651,,
profession-test,_doc,inspector,0.043408982,inspector,Inspector,Thanh tra viên,Inspecteur,job title,10,category-test,Inspector,1652175194651,,
profession-test,_doc,installer,0.043408982,installer,Installer,Người lắp đặt,Installer,job title,10,category-test,Installer,1652175194651,,
profession-test,_doc,instructional_designer,0.043408982,instructional_designer,Instructional Designer,Thiết kế giảng dạy,Concepteur pédagogique,job title,10,category-test,Instructional Designer,1652175194651,,
profession-test,_doc,instructor,0.043408982,instructor,Instructor,Người hướng dẫn,Instructeur,job title,10,category-test,Instructor,1652175194651,,
profession-test,_doc,labor_and_delivery_nurse,0.043408982,labor_and_delivery_nurse,Labor and Delivery Nurse,Lao động và Giao hàng Y tá,Infirmière Travail et accouchement,job title,10,category-test,Labor and Delivery Nurse,1652175194651,,
profession-test,_doc,laboratory_assistant,0.043408982,laboratory_assistant,Laboratory Assistant,Phòng thí nghiệm Assistant,Assistant de laboratoire,job title,10,category-test,Laboratory Assistant,1652175194651,,
profession-test,_doc,laboratory_technician,0.043408982,laboratory_technician,Laboratory Technician,Kỹ thuật viên phòng thí nghiệm,Technicien de laboratoire,job title,10,category-test,Laboratory Technician,1652175194651,,
profession-test,_doc,laborer,0.043408982,laborer,Laborer,người lao động,Ouvrier,job title,10,category-test,Laborer,1652175194651,,
profession-test,_doc,lawyer,0.043408982,lawyer,Lawyer,Luật sư,Avocat,job title,10,category-test,Lawyer,1652175194651,,
profession-test,_doc,lead_customer_service_representative,0.043408982,lead_customer_service_representative,Lead Customer Service Representative,Đại diện Chì Dịch vụ khách hàng,Représentant principal du service à la clientèle,job title,10,category-test,Lead Customer Service Representative,1652175194651,,
profession-test,_doc,lead_software_engineer,0.043408982,lead_software_engineer,Lead Software Engineer,Kỹ sư phần mềm dẫn đầu,Ingénieur logiciel en chef,job title,10,category-test,Lead Software Engineer,1652175194651,,
profession-test,_doc,lead_supervisor,0.043408982,lead_supervisor,Lead Supervisor,Giám sát Chì,superviseur principal,job title,10,category-test,Lead Supervisor,1652175194651,,
profession-test,_doc,learning_and_development_specialist,0.043408982,learning_and_development_specialist,Learning and Development Specialist,Chuyên gia về học và phát triển,Spécialiste de l'apprentissage et le développement,job title,10,category-test,Learning and Development Specialist,1652175194651,,
profession-test,_doc,legal_assistant,0.043408982,legal_assistant,Legal Assistant,Trợ lý hợp pháp,Assistant juridique,job title,10,category-test,Legal Assistant,1652175194651,,
profession-test,_doc,legal_counsel,0.043408982,legal_counsel,Legal Counsel,Tư vấn pháp lý,Conseiller juridique,job title,10,category-test,Legal Counsel,1652175194651,,
profession-test,_doc,legal_secretary,0.043408982,legal_secretary,Legal Secretary,Thư ký pháp lý,Secrétaire juridique,job title,10,category-test,Legal Secretary,1652175194651,,
profession-test,_doc,licensed_practical_nurse,0.043408982,licensed_practical_nurse,Licensed Practical Nurse,Cấp phép y tá thực hành,Infirmière auxiliaire autorisée,job title,10,category-test,Licensed Practical Nurse,1652175194651,,
profession-test,_doc,line_cook,0.043408982,line_cook,Line Cook,dòng Nấu,Cuisinier à la chaîne,job title,10,category-test,Line Cook,1652175194651,,
profession-test,_doc,litigation_associate,0.043408982,litigation_associate,Litigation Associate,Tranh tụng Associate,contentieux associé,job title,10,category-test,Litigation Associate,1652175194651,,
profession-test,_doc,logistics_coordinator,0.043408982,logistics_coordinator,Logistics Coordinator,Điều phối viên Logistics,Coordinateur Logistique,job title,10,category-test,Logistics Coordinator,1652175194651,,
profession-test,_doc,logistics_manager,0.043408982,logistics_manager,Logistics Manager,Quản lý vận chuyển,Gestionnaire de la logistique,job title,10,category-test,Logistics Manager,1652175194651,,
profession-test,_doc,medical_doctor,0.043408982,medical_doctor,Medical Doctor,Dược sĩ,Médecin,job title,10,category-test,Medical Doctor,1652175194651,,
profession-test,_doc,medical_sales_representative,0.043408982,medical_sales_representative,Medical Sales Representative,Đại diện y tế Sales,Représentant des ventes médicales,job title,10,category-test,Medical Sales Representative,1652175194651,,
profession-test,_doc,medical_science_liaison,0.043408982,medical_science_liaison,Medical Science Liaison,Y tế Khoa học Liên lạc,La science médicale de liaison,job title,10,category-test,Medical Science Liaison,1652175194651,,
profession-test,_doc,medical_surgical_nurse,0.043408982,medical_surgical_nurse,Medical Surgical Nurse,Surgical Nurse y tế,Infirmière de chirurgie médicale,job title,10,category-test,Medical Surgical Nurse,1652175194651,,
profession-test,_doc,medical_technologist,0.043408982,medical_technologist,Medical Technologist,Kỹ thuật viên y tế,technologiste médical,job title,10,category-test,Medical Technologist,1652175194651,,
profession-test,_doc,member_service_representative,0.043408982,member_service_representative,Member Service Representative,Nhân Viên Phục Vụ Thành viên,Représentant des services aux membres,job title,10,category-test,Member Service Representative,1652175194651,,
profession-test,_doc,merchandise_associate,0.043408982,merchandise_associate,Merchandise Associate,hàng hóa Associate,Merchandise associé,job title,10,category-test,Merchandise Associate,1652175194651,,
profession-test,_doc,merchandiser,0.043408982,merchandiser,Merchandiser,Người bán hàng,Marchandiseur,job title,10,category-test,Merchandiser,1652175194651,,
profession-test,_doc,forklift_operator,0.043408982,forklift_operator,Forklift Operator,điều hành xe nâng,cariste,job title,10,category-test,Forklift Operator,1652175194651,,
profession-test,_doc,front_desk_representative,0.043408982,front_desk_representative,Front Desk Representative,Đại diện bàn trước,Représentant de la réception,job title,10,category-test,Front Desk Representative,1652175194651,,
profession-test,_doc,frontend_developer,0.043408982,frontend_developer,Frontend Developer,Frontend Developer,Développeur frontal,job title,10,category-test,Frontend Developer,1652175194651,,
profession-test,_doc,frontend_engineer,0.043408982,frontend_engineer,Frontend Engineer,Kỹ sư Frontend,Ingénieur frontend,job title,10,category-test,Frontend Engineer,1652175194651,,
profession-test,_doc,frontend_web_developer,0.043408982,frontend_web_developer,Frontend Web Developer,Frontend Web Developer,Frontend Développeur Web,job title,10,category-test,Frontend Web Developer,1652175194651,,
profession-test,_doc,full_stack_engineer,0.043408982,full_stack_engineer,Full Stack Engineer,Kỹ sư Full stack,Ingénieur Stack complet,job title,10,category-test,Full Stack Engineer,1652175194651,,
profession-test,_doc,general_counsel,0.043408982,general_counsel,General Counsel,Tổng Cố Vấn,avocat général,job title,10,category-test,General Counsel,1652175194651,,
profession-test,_doc,general_laborer,0.043408982,general_laborer,General Laborer,Người lao động phổ thông,Manoeuvre,job title,10,category-test,General Laborer,1652175194651,,
profession-test,_doc,graphic_designer,0.043408982,graphic_designer,Graphic Designer,Người thiết kế đồ họa,Designer graphique,job title,10,category-test,Graphic Designer,1652175194651,,
profession-test,_doc,insurance_sales_representative,0.043408982,insurance_sales_representative,Insurance Sales Representative,Đại diện bán hàng bảo hiểm,Assurance Représentant des ventes,job title,10,category-test,Insurance Sales Representative,1652175194651,,
profession-test,_doc,intelligence_analyst,0.043408982,intelligence_analyst,Intelligence Analyst,Chuyên viên phân tích tình báo,Analyste du renseignement,job title,10,category-test,Intelligence Analyst,1652175194651,,
profession-test,_doc,intensive_care_nurse,0.043408982,intensive_care_nurse,Intensive Care Nurse,Y tá chăm sóc tích cực,Infirmière de soins intensifs,job title,10,category-test,Intensive Care Nurse,1652175194651,,
profession-test,_doc,interface_specialist,0.043408982,interface_specialist,Interface Specialist,Chuyên giao diện,Spécialiste de l'interface,job title,10,category-test,Interface Specialist,1652175194651,,
profession-test,_doc,interior_designer,0.043408982,interior_designer,Interior Designer,Nhà thiết kế nội thất,Décorateur d'intérieur,job title,10,category-test,Interior Designer,1652175194651,,
profession-test,_doc,intern,0.043408982,intern,Intern,Thực tập viên,Interne,job title,10,category-test,Intern,1652175194651,,
profession-test,_doc,internal_auditor,0.043408982,internal_auditor,Internal Auditor,Kiểm toán viên nội bộ,Auditeur interne,job title,10,category-test,Internal Auditor,1652175194651,,
profession-test,_doc,investigator,0.043408982,investigator,Investigator,Điều tra viên,Enquêteur,job title,10,category-test,Investigator,1652175194651,,
profession-test,_doc,investment_analyst,0.043408982,investment_analyst,Investment Analyst,Phân tích đầu tư,Analyste en investissements,job title,10,category-test,Investment Analyst,1652175194651,,
profession-test,_doc,investment_associate,0.043408982,investment_associate,Investment Associate,Associate đầu tư,Associé d'investissement,job title,10,category-test,Investment Associate,1652175194651,,
profession-test,_doc,investment_banking_analyst,0.043408982,investment_banking_analyst,Investment Banking Analyst,Chuyên viên phân tích Ngân hàng Đầu tư,Banque d'affaires Analyste,job title,10,category-test,Investment Banking Analyst,1652175194651,,
profession-test,_doc,investment_banking_associate,0.043408982,investment_banking_associate,Investment Banking Associate,Ngân hàng Đầu tư Associate,Banque d'investissement associé,job title,10,category-test,Investment Banking Associate,1652175194651,,
profession-test,_doc,investment_specialist,0.043408982,investment_specialist,Investment Specialist,Chuyên gia đầu tư,Spécialiste de l'investissement,job title,10,category-test,Investment Specialist,1652175194651,,
profession-test,_doc,ios_developer,0.043408982,ios_developer,iOS Developer,iOS Developer,développeur iOS,job title,10,category-test,iOS Developer,1652175194651,,
profession-test,_doc,janitor,0.043408982,janitor,Janitor,Người gác cổng,Concierge,job title,10,category-test,Janitor,1652175194651,,
profession-test,_doc,java_software_engineer,0.043408982,java_software_engineer,Java Software Engineer,Java Software Engineer,Ingénieur logiciel Java,job title,10,category-test,Java Software Engineer,1652175194651,,
profession-test,_doc,javascript_developer,0.043408982,javascript_developer,Javascript Developer,Javascript Developer,Javascript développeur,job title,10,category-test,Javascript Developer,1652175194651,,
profession-test,_doc,junior_business_analyst,0.043408982,junior_business_analyst,Junior Business Analyst,Junior Business Analyst,Analyste Junior,job title,10,category-test,Junior Business Analyst,1652175194651,,
profession-test,_doc,junior_software_engineer,0.043408982,junior_software_engineer,Junior Software Engineer,Junior Software Engineer,Ingénieur logiciel junior,job title,10,category-test,Junior Software Engineer,1652175194651,,
profession-test,_doc,key_account_manager,0.043408982,key_account_manager,Key Account Manager,Quản lý tài khoản,Responsable d'Affaires,job title,10,category-test,Key Account Manager,1652175194651,,
profession-test,_doc,keyholder,0.043408982,keyholder,Keyholder,Chủ chốt,Porte-clés,job title,10,category-test,Keyholder,1652175194651,,
profession-test,_doc,kitchen_staff,0.043408982,kitchen_staff,Kitchen Staff,Nhân viên nhà bếp,Employés de cuisine,job title,10,category-test,Kitchen Staff,1652175194651,,
profession-test,_doc,nanny,0.043408982,nanny,Nanny,Bảo mẫu,Nounou,job title,10,category-test,Nanny,1652175194651,,
profession-test,_doc,national_account_manager,0.043408982,national_account_manager,National Account Manager,Quản lý Tài khoản Quốc gia,National Account Manager,job title,10,category-test,National Account Manager,1652175194651,,
profession-test,_doc,network_engineer,0.043408982,network_engineer,Network Engineer,Kỹ sư mạng,Ingénieur réseau,job title,10,category-test,Network Engineer,1652175194651,,
profession-test,_doc,nurse,0.043408982,nurse,Nurse,Y tá,Infirmière,job title,10,category-test,Nurse,1652175194651,,
profession-test,_doc,nurse_practitioner,0.043408982,nurse_practitioner,Nurse Practitioner,Y tá tập sự,Infirmière praticienne,job title,10,category-test,Nurse Practitioner,1652175194651,,
profession-test,_doc,nursing_manager,0.043408982,nursing_manager,Nursing Manager,điều dưỡng quản lý,Directrice des soins infirmiers,job title,10,category-test,Nursing Manager,1652175194651,,
profession-test,_doc,occupational_therapist,0.043408982,occupational_therapist,Occupational Therapist,Chuyên viên trị bệnh nghề nghiệp,Ergothérapeute,job title,10,category-test,Occupational Therapist,1652175194651,,
profession-test,_doc,office_administrator,0.043408982,office_administrator,Office Administrator,Quản trị văn phòng,Administrateur de bureau,job title,10,category-test,Office Administrator,1652175194651,,
profession-test,_doc,office_assistant,0.043408982,office_assistant,Office Assistant,Trợ lý văn phòng,Assistant de bureau,job title,10,category-test,Office Assistant,1652175194651,,
profession-test,_doc,office_associate,0.043408982,office_associate,Office Associate,Văn phòng Associate,bureau associé,job title,10,category-test,Office Associate,1652175194651,,
profession-test,_doc,office_coordinator,0.043408982,office_coordinator,Office Coordinator,Điều phối viên văn phòng,Chef de bureau,job title,10,category-test,Office Coordinator,1652175194651,,
profession-test,_doc,office_manager,0.043408982,office_manager,Office Manager,Quản lý văn phòng,Responsable administratif,job title,10,category-test,Office Manager,1652175194651,,
profession-test,_doc,machine_learning_engineer,0.043408982,machine_learning_engineer,Machine Learning Engineer,Kỹ sư Machine Learning,Ingénieur d'apprentissage de la machine,job title,10,category-test,Machine Learning Engineer,1652175194651,,
profession-test,_doc,machine_operator,0.043408982,machine_operator,Machine Operator,Người vận hành máy móc,Opérateur,job title,10,category-test,Machine Operator,1652175194651,,
profession-test,_doc,maintenance_manager,0.043408982,maintenance_manager,Maintenance Manager,quản lý bảo trì,gérant de la maintenance,job title,10,category-test,Maintenance Manager,1652175194651,,
profession-test,_doc,maintenance_mechanic,0.043408982,maintenance_mechanic,Maintenance Mechanic,bảo trì Cơ khí chế tạo,Mécanicien d'entretien,job title,10,category-test,Maintenance Mechanic,1652175194651,,
profession-test,_doc,maintenance_specialist,0.043408982,maintenance_specialist,Maintenance Specialist,Chuyên bảo trì,Spécialiste de la maintenance,job title,10,category-test,Maintenance Specialist,1652175194651,,
profession-test,_doc,maintenance_supervisor,0.043408982,maintenance_supervisor,Maintenance Supervisor,giám sát viên bảo trì,superviseur de l'entretien,job title,10,category-test,Maintenance Supervisor,1652175211147,,
profession-test,_doc,maintenance_technician,0.043408982,maintenance_technician,Maintenance Technician,Kỹ thuật viên bảo trì,Technicien de maintenance,job title,10,category-test,Maintenance Technician,1652175211147,,
profession-test,_doc,management_intern,0.043408982,management_intern,Management Intern,Thực tập viên quản lý,Stagiaire gestion,job title,10,category-test,Management Intern,1652175211147,,
profession-test,_doc,manager,0.043408982,manager,Manager,Quản lý,Manager,job title,10,category-test,Manager,1652175211147,,
profession-test,_doc,manufacturing_engineer,0.043408982,manufacturing_engineer,Manufacturing Engineer,Kỹ sư sản xuất,Ingénieur de fabrication,job title,10,category-test,Manufacturing Engineer,1652175211147,,
profession-test,_doc,marketing_analyst,0.043408982,marketing_analyst,Marketing Analyst,Chuyên viên phân tích Tiếp thị,Analyste Marketing,job title,10,category-test,Marketing Analyst,1652175211147,,
profession-test,_doc,marketing_assistant,0.043408982,marketing_assistant,Marketing Assistant,Trợ lý Tiếp thị,Assistant Marketing,job title,10,category-test,Marketing Assistant,1652175211147,,
profession-test,_doc,marketing_associate,0.043408982,marketing_associate,Marketing Associate,Cộng tác viên tiếp thị,Associé Marketing,job title,10,category-test,Marketing Associate,1652175211147,,
profession-test,_doc,marketing_coordinator,0.043408982,marketing_coordinator,Marketing Coordinator,Người điều phối Marketing,Coordonnatrice du marketing,job title,10,category-test,Marketing Coordinator,1652175211147,,
profession-test,_doc,marketing_director,0.043408982,marketing_director,Marketing Director,Giám đốc tiếp thị,Directeur marketing,job title,10,category-test,Marketing Director,1652175211147,,
profession-test,_doc,marketing_intern,0.043408982,marketing_intern,Marketing Intern,Thực tập sinh Tiếp thị,Stagiaire en marketing,job title,10,category-test,Marketing Intern,1652175211147,,
profession-test,_doc,marketing_manager,0.043408982,marketing_manager,Marketing Manager,Giám đốc marketing,Responsable Marketing,job title,10,category-test,Marketing Manager,1652175211147,,
profession-test,_doc,marketing_specialist,0.043408982,marketing_specialist,Marketing Specialist,Chuyên gia marketing,Spécialiste en marketing,job title,10,category-test,Marketing Specialist,1652175211147,,
profession-test,_doc,massage_therapist,0.043408982,massage_therapist,Massage Therapist,Massage Trị liệu,Massothérapeute,job title,10,category-test,Massage Therapist,1652175211147,,
profession-test,_doc,material_handler,0.043408982,material_handler,Material Handler,Chất liệu Handler,Manutentionnaire,job title,10,category-test,Material Handler,1652175211147,,
profession-test,_doc,mechanic,0.043408982,mechanic,Mechanic,Thợ cơ khí,Mécanicien,job title,10,category-test,Mechanic,1652175211147,,
profession-test,_doc,mechanical_design_engineer,0.043408982,mechanical_design_engineer,Mechanical Design Engineer,Kĩ sư thiết kế cơ khí,Ingénieur en conception mécanique,job title,10,category-test,Mechanical Design Engineer,1652175211147,,
profession-test,_doc,mechanical_engineer,0.043408982,mechanical_engineer,Mechanical Engineer,Kỹ sư cơ khí,Ingénieur mécanique,job title,10,category-test,Mechanical Engineer,1652175211147,,
profession-test,_doc,medical_assistant,0.043408982,medical_assistant,Medical Assistant,Trợ lý y tế,Assistant médical,job title,10,category-test,Medical Assistant,1652175211147,,
profession-test,_doc,medical_director,0.043408982,medical_director,Medical Director,Giám đốc y tế,Directeur médical,job title,10,category-test,Medical Director,1652175211147,,
profession-test,_doc,tutor,0.043408982,tutor,Tutor,Gia sư,Tuteur,job title,10,category-test,Tutor,1652175211147,,
profession-test,_doc,underwriter,0.043408982,underwriter,Underwriter,Người bảo kê,Souscripteur,job title,10,category-test,Underwriter,1652175211147,,
profession-test,_doc,user_experience_designer,0.043408982,user_experience_designer,User Experience Designer,Kinh nghiệm người dùng thiết kế,Expérience utilisateur Designer,job title,10,category-test,User Experience Designer,1652175211147,,
profession-test,_doc,user_experience_researcher,0.043408982,user_experience_researcher,User Experience Researcher,Kinh nghiệm người dùng Nghiên cứu,Chercheur de l'expérience utilisateur,job title,10,category-test,User Experience Researcher,1652175211147,,
profession-test,_doc,user_interface_designer,0.043408982,user_interface_designer,User Interface Designer,Giao diện người dùng thiết kế,Designer Interface utilisateur,job title,10,category-test,User Interface Designer,1652175211147,,
profession-test,_doc,veterinarian,0.043408982,veterinarian,Veterinarian,bác sĩ thú y,Vétérinaire,job title,10,category-test,Veterinarian,1652175211147,,
profession-test,_doc,vice_president,0.043408982,vice_president,Vice President,Phó chủ tịch,Vice président,job title,10,category-test,Vice President,1652175211147,,
profession-test,_doc,vice_president_finance,0.043408982,vice_president_finance,Vice President Finance,Phó Chủ tịch Tài chính,Vice-président des finances,job title,10,category-test,Vice President Finance,1652175211147,,
profession-test,_doc,vice_president_human_resources,0.043408982,vice_president_human_resources,Vice President Human Resources,Phó chủ tịch Nhân sự,Vice-président des ressources humaines,job title,10,category-test,Vice President Human Resources,1652175211147,,
profession-test,_doc,vice_president_marketing,0.043408982,vice_president_marketing,Vice President Marketing,Phó chủ tịch tiếp thị,Vice-président Marketing,job title,10,category-test,Vice President Marketing,1652175211147,,
profession-test,_doc,vice_president_of_business_development,0.043408982,vice_president_of_business_development,Vice President Of Business Development,Phó chủ tịch phát triển kinh doanh,Vice-président du développement des affaires,job title,10,category-test,Vice President Of Business Development,1652175211147,,
profession-test,_doc,vice_president_of_engineering,0.043408982,vice_president_of_engineering,Vice President Of Engineering,Phó chủ tịch kỹ thuật,Vice-président de l'ingénierie,job title,10,category-test,Vice President Of Engineering,1652175211147,,
profession-test,_doc,vice_president_of_products,0.043408982,vice_president_of_products,Vice President Of Products,Phó chủ tịch của sản phẩm,Vice-président des produits,job title,10,category-test,Vice President Of Products,1652175211147,,
profession-test,_doc,vice_president_operations,0.043408982,vice_president_operations,Vice President Operations,Phó chủ tịch điều hành,Vice-président Opérations,job title,10,category-test,Vice President Operations,1652175211147,,
profession-test,_doc,vice_president_sales,0.043408982,vice_president_sales,Vice President Sales,Phó Giám đốc Bán hàng,Vice-président ventes,job title,10,category-test,Vice President Sales,1652175211147,,
profession-test,_doc,video_editor,0.043408982,video_editor,Video Editor,video Editor,Editeur de vidéo,job title,10,category-test,Video Editor,1652175211147,,
profession-test,_doc,video_producer,0.043408982,video_producer,Video Producer,Nhà sản xuất phim,Producteur de la vidéo,job title,10,category-test,Video Producer,1652175211147,,
profession-test,_doc,visual_designer,0.043408982,visual_designer,Visual Designer,Thiết kế giao diện,Visual designer,job title,10,category-test,Visual Designer,1652175211147,,
profession-test,_doc,warehouse_associate,0.043408982,warehouse_associate,Warehouse Associate,kho liên kết,Associé d'entrepôt,job title,10,category-test,Warehouse Associate,1652175211147,,
profession-test,_doc,warehouse_manager,0.043408982,warehouse_manager,Warehouse Manager,Quản lý kho,Directeur d'entrepôt,job title,10,category-test,Warehouse Manager,1652175211147,,
profession-test,_doc,warehouse_specialist,0.043408982,warehouse_specialist,Warehouse Specialist,Chuyên kho,Spécialiste de l'entrepôt,job title,10,category-test,Warehouse Specialist,1652175211147,,
profession-test,_doc,warehouse_supervisor,0.043408982,warehouse_supervisor,Warehouse Supervisor,Warehouse Supervisor,Superviseur d'entrepôt,job title,10,category-test,Warehouse Supervisor,1652175211147,,
profession-test,_doc,web_developer,0.043408982,web_developer,Web Developer,Web Developer,Développeur web,job title,10,category-test,Web Developer,1652175211147,,
profession-test,_doc,welder,0.043408982,welder,Welder,Thợ hàn,Soudeur,job title,10,category-test,Welder,1652175211147,,
profession-test,_doc,worker,0.043408982,worker,Worker,Công nhân,Ouvrier,job title,10,category-test,Worker,1652175211147,,
profession-test,_doc,writer,0.043408982,writer,Writer,Nhà văn,Écrivain,job title,10,category-test,Writer,1652175211147,,
profession-test,_doc,executive_director,0.043408982,executive_director,Executive Director,Giám đốc triển khai,Directeur exécutif,job title,10,category-test,Executive Director,1652175211147,,
profession-test,_doc,managing_director,0.043408982,managing_director,Managing Director,Giám đốc quản lý,Directeur général,job title,10,category-test,Managing Director,1652175211147,,
profession-test,_doc,general_manager,0.043408982,general_manager,General Manager,Tổng quản lý,Directeur général,job title,10,category-test,General Manager,1652175211147,,
profession-test,_doc,managers,0.043408982,managers,Managers,,,job title,10,https://zety.com/blog/job-titles,Managers,1641224468283,,
profession-test,_doc,supervisors,0.043408982,supervisors,Supervisors,,,job title,10,https://zety.com/blog/job-titles,Supervisors,1641224468283,,
profession-test,_doc,front_line_employees,0.043408982,front_line_employees,Front-Line Employees,,,job title,10,https://zety.com/blog/job-titles,Front-Line Employees,1641224468283,,
profession-test,_doc,quality_control,0.043408982,quality_control,Quality Control,,,job title,10,https://zety.com/blog/job-titles,Quality Control,1641224468283,,
profession-test,_doc,accounting_staff,0.043408982,accounting_staff,Accounting Staff,,,job title,10,https://zety.com/blog/job-titles,Accounting Staff,1641224468283,,
profession-test,_doc,marketing_staff,0.043408982,marketing_staff,Marketing Staff,,,job title,10,https://zety.com/blog/job-titles,Marketing Staff,1641224468283,,
profession-test,_doc,purchasing_staff,0.043408982,purchasing_staff,Purchasing Staff,,,job title,10,https://zety.com/blog/job-titles,Purchasing Staff,1641224468283,,
profession-test,_doc,shipping_and_receiving_staff,0.043408982,shipping_and_receiving_staff,Shipping and Receiving Staff,,,job title,10,https://zety.com/blog/job-titles,Shipping and Receiving Staff,1641224468283,,
profession-test,_doc,computer_scientist,0.043408982,computer_scientist,Computer Scientist,,,job title,10,https://zety.com/blog/job-titles,Computer Scientist,1641224468283,,
profession-test,_doc,it_professional,0.043408982,it_professional,IT Professional,,,job title,10,https://zety.com/blog/job-titles,IT Professional,1641224468283,,
profession-test,_doc,ux_designer_ui_developer,0.043408982,ux_designer_ui_developer,UX Designer & UI Developer,,,job title,10,https://zety.com/blog/job-titles,UX Designer & UI Developer,1641224468283,,
profession-test,_doc,web_designer,0.043408982,web_designer,Web Designer,,,job title,10,https://zety.com/blog/job-titles,Web Designer,1641224468283,,
profession-test,_doc,help_desk_worker_desktop_support,0.043408982,help_desk_worker_desktop_support,Help Desk Worker/Desktop Support,,,job title,10,https://zety.com/blog/job-titles,Help Desk Worker/Desktop Support,1641224468283,,
profession-test,_doc,computer_programmer,0.043408982,computer_programmer,Computer Programmer,,,job title,10,https://zety.com/blog/job-titles,Computer Programmer,1641224468283,,
profession-test,_doc,network_administrator,0.043408982,network_administrator,Network Administrator,,,job title,10,https://zety.com/blog/job-titles,Network Administrator,1641224468283,,
profession-test,_doc,artificial_intelligence_engineer,0.043408982,artificial_intelligence_engineer,Artificial Intelligence Engineer,,,job title,10,https://zety.com/blog/job-titles,Artificial Intelligence Engineer,1641224468283,,
profession-test,_doc,it_manager,0.043408982,it_manager,IT Manager,,,job title,10,https://zety.com/blog/job-titles,IT Manager,1641224468283,,
profession-test,_doc,technical_specialist,0.043408982,technical_specialist,Technical Specialist,,,job title,10,https://zety.com/blog/job-titles,Technical Specialist,1641224468283,,
profession-test,_doc,chief_technology_officer_cto,0.043408982,chief_technology_officer_cto,Chief Technology Officer (CTO),,,job title,10,https://zety.com/blog/job-titles,Chief Technology Officer (CTO),1641224468283,,
profession-test,_doc,chief_information_officer_cio,0.043408982,chief_information_officer_cio,Chief Information Officer (CIO),,,job title,10,https://zety.com/blog/job-titles,Chief Information Officer (CIO),1641224468283,,
profession-test,_doc,pharmacy_assistant,0.043408982,pharmacy_assistant,Pharmacy Assistant,,,job title,10,https://zety.com/blog/job-titles,Pharmacy Assistant,1641224468283,,
profession-test,_doc,medical_administrator,0.043408982,medical_administrator,Medical Administrator,,,job title,10,https://zety.com/blog/job-titles,Medical Administrator,1641224468283,,
profession-test,_doc,dental_hygienist,0.043408982,dental_hygienist,Dental Hygienist,,,job title,10,https://zety.com/blog/job-titles,Dental Hygienist,1641224468283,,
profession-test,_doc,orderly,0.043408982,orderly,Orderly,,,job title,10,https://zety.com/blog/job-titles,Orderly,1641224468283,,
profession-test,_doc,personal_trainer,0.043408982,personal_trainer,Personal Trainer,,,job title,10,https://zety.com/blog/job-titles,Personal Trainer,1641224468283,,
profession-test,_doc,massage_therapy,0.043408982,massage_therapy,Massage Therapy,,,job title,10,https://zety.com/blog/job-titles,Massage Therapy,1641224468283,,
profession-test,_doc,medical_laboratory_tech,0.043408982,medical_laboratory_tech,Medical Laboratory Tech,,,job title,10,https://zety.com/blog/job-titles,Medical Laboratory Tech,1641224468283,,
profession-test,_doc,medical_transcriptionist,0.043408982,medical_transcriptionist,Medical Transcriptionist,,,job title,10,https://zety.com/blog/job-titles,Medical Transcriptionist,1641224468283,,
profession-test,_doc,telework_nurse_doctor,0.043408982,telework_nurse_doctor,Telework Nurse/Doctor,,,job title,10,https://zety.com/blog/job-titles,Telework Nurse/Doctor,1641224468283,,
profession-test,_doc,reiki_practitioner,0.043408982,reiki_practitioner,Reiki Practitioner,,,job title,10,https://zety.com/blog/job-titles,Reiki Practitioner,1641224468283,,
profession-test,_doc,beautician,0.043408982,beautician,Beautician,,,job title,10,https://zety.com/blog/job-titles,Beautician,1641224468283,,
profession-test,_doc,hair_stylist,0.043408982,hair_stylist,Hair Stylist,,,job title,10,https://zety.com/blog/job-titles,Hair Stylist,1641224468283,,
profession-test,_doc,nail_technician,0.043408982,nail_technician,Nail Technician,,,job title,10,https://zety.com/blog/job-titles,Nail Technician,1641224468283,,
profession-test,_doc,cosmetologist,0.043408982,cosmetologist,Cosmetologist,,,job title,10,https://zety.com/blog/job-titles,Cosmetologist,1641224468283,,
profession-test,_doc,makeup_artist,0.043408982,makeup_artist,Makeup Artist,,,job title,10,https://zety.com/blog/job-titles,Makeup Artist,1641224468283,,
profession-test,_doc,esthetician,0.043408982,esthetician,Esthetician,,,job title,10,https://zety.com/blog/job-titles,Esthetician,1641224468283,,
profession-test,_doc,skin_care_specialist,0.043408982,skin_care_specialist,Skin Care Specialist,,,job title,10,https://zety.com/blog/job-titles,Skin Care Specialist,1641224468283,,
profession-test,_doc,manicurist,0.043408982,manicurist,Manicurist,,,job title,10,https://zety.com/blog/job-titles,Manicurist,1641224468283,,
profession-test,_doc,barber,0.043408982,barber,Barber,,,job title,10,https://zety.com/blog/job-titles,Barber,1641224468283,,
profession-test,_doc,mentor,0.043408982,mentor,Mentor,,,job title,10,https://zety.com/blog/job-titles,Mentor,1641224468283,,
profession-test,_doc,tutor_online_tutor,0.043408982,tutor_online_tutor,Tutor/Online Tutor,,,job title,10,https://zety.com/blog/job-titles,Tutor/Online Tutor,1641224468283,,
